Name,Link,Prize Pool,Buy In,Top Prize,Max Entries,Entries,Cash Line,Winner,Winning Score,Week
LAST SHOT: NFL $1M King of the Beach Qualifier #157,Contest,8537.5,100.0,0,3,85,182.62,darcmaniluk,200.32,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #159,Contest,8537.5,100.0,0,3,83,174.36,ChipotleAddict,195.9,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #151,Contest,8537.5,12.0,0,5,789,173.72,spyder67,206.7,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #158,Contest,8537.5,100.0,0,3,85,183.0,chess_is_ok,210.52,Week 10
LAST SHOT: NFL $1M King of the Beach Qualifier #149,Contest,8517.5,1.0,0,5,8074,174.7,mdsbal,223.5,Week 10
NFL Single Entry $5 Double Up,Contest,8000.0,5.0,10,1,1840,130.22,sby999,196.7,Week 10
NFL Single Entry $50 Double Up,Contest,8000.0,50.0,100,1,182,128.5,Schneefhead,198.72,Week 10
NFL Single Entry $50 Double Up,Contest,6000.0,50.0,100,1,137,130.8,D-Ren,183.8,Week 10
NFL $100 Double Up,Contest,6000.0,100.0,200,1,67,130.22,shocae | Cicima6709,178.04,Week 10
NFL $5K Engage Eight [5 Entry Max],Contest,5000.0,8.0,1000,5,736,150.7,JrCurran10,224.7,Week 10
NFL $5K Chop Block [3 Entry Max],Contest,5000.0,50.0,750,3,114,151.94,ChipotleAddict,195.9,Week 10
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,491,144.34,EskimoFamilyTree,216.34,Week 10
Casual NFL $5K Front Four,Contest,5000.0,4.0,500,10,1487,146.6,Italyd13,209.4,Week 10
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,129.34,Timothy6556,206.3,Week 10
NFL $5K Flea Flicker [$1K to 1st],Contest,5000.0,5.0,1000,35,1190,152.04,ChipotleAddict,229.6,Week 10
NFL $5K First Down [20 Entry Max],Contest,5000.0,1.0,250,20,5946,147.42,mdsbal,223.5,Week 10
NFL $3M Roman Fantasy Football Millionaire [$1M to 1st],Contest,3000000.0,20.0,1000000,150,176471,149.0,BillyVonElds,253.72,Week 11
NFL $1.2M Wildcat [$200K to 1st],Contest,1200000.0,333.0,200000,120,3746,151.04,piledriver40,230.14,Week 11
NFL $1.2M Play-Action [$100K to 1st],Contest,1200000.0,3.0,100000,20,475625,144.48,rapidsiteservices,255.62,Week 11
NFL $850K Luxury Box [$200K to 1st],Contest,850000.0,3000.0,200000,9,301,153.48,wakeywakey,202.58,Week 11
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,152.52,chini9988,238.4,Week 11
NFL $400K Slant,Contest,400000.0,9.0,40000,150,52288,152.94,sparrowguy,236.44,Week 11
NFL $200K Three-Point Stance [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,150.98,mallinaarun,241.68,Week 11
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,154.24,rcusick82,223.38,Week 11
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237813,144.12,BillyVonElds,253.72,Week 11
NFL $200K Fair Catch [Single Entry],Contest,200000.0,12.0,20000,1,19608,147.42,jroberts25,242.88,Week 11
NFL MASSIVE $25 Double Up,Contest,150000.0,25.0,50,150,6897,142.12,MFoscolo,219.98,Week 11
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6897,135.58,gattaj25,231.9,Week 11
$10M Fantasy Football World Championship Double Qualifier #106-107,Contest,129222.2,500.0,1000,9,254,174.4,wakeywakey,202.58,Week 11
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,155.72,siveb,192.5,Week 11
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,151.78,rcusick82,223.38,Week 11
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,21,148.08,shocae,171.08,Week 11
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,149.72,piledriver40,230.14,Week 11
NFL $100K Checkdown Pass [3 Entry Max],Contest,100000.0,777.0,20000,3,144,152.84,wakeywakey,202.58,Week 11
NFL MASSIVE $250 Double Up [Single Entry],Contest,100000.0,250.0,500,1,445,135.58,scip1313,197.52,Week 11
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,135.58,angnyc93,213.02,Week 11
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,135.58,gggggunit1983,225.9,Week 11
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1112,149.02,beaker913,219.08,Week 11
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,137.28,LobLegend,222.18,Week 11
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,138.5,Deaconwall,221.78,Week 11
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,145.08,jroberts25,242.88,Week 11
NFL $80K Juke [3 Entry Max],Contest,80000.0,400.0,15000,3,223,150.72,wakeywakey,202.58,Week 11
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,182.58,rhu02890,238.48,Week 11
$10M Fantasy Football World Championship Qualifier #102,Contest,70096.1,5.0,1000,150,16467,169.32,jcreelman,231.48,Week 11
$10M Fantasy Football World Championship Qualifier #103,Contest,68991.1,16.0,1000,150,4589,170.22,escot4,223.48,Week 11
$10M Fantasy Football World Championship Qualifier #105,Contest,68111.1,150.0,1000,16,517,176.78,piledriver40,230.14,Week 11
$10M Fantasy Football World Championship Qualifier #104,Contest,66011.1,75.0,1000,31,939,176.48,piledriver40,230.14,Week 11
$10M Fantasy Football World Championship Qualifier #108,Contest,65311.1,1100.0,1000,2,65,167.44,moe777,204.28,Week 11
$10M Fantasy Football World Championship Qualifier #110,Contest,62611.1,10400.0,1000,1,8,176.68,HoosierAlum,176.68,Week 11
$10M Fantasy Football World Championship Qualifier #109,Contest,62611.1,5600.0,1000,1,14,176.68,HoosierAlum,176.68,Week 11
NFL $60K Pylon [Single Entry],Contest,60000.0,3.0,5000,1,23782,147.12,Hank-it,228.24,Week 11
NFL $60K Flea Flicker,Contest,60000.0,5.0,5000,150,14269,150.38,sparrowguy,236.44,Week 11
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,11495,135.14,dcsting,221.42,Week 11
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,135.58,quiksand,219.8,Week 11
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,136.38,Hobb1728,210.18,Week 11
NFL GIANT $10 Double Up,Contest,50000.0,10.0,20,100,5748,140.52,LobLegend,222.18,Week 11
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,135.58,ryanavril,220.98,Week 11
NFL $50K Week 11 Special [$10K to 1st],Contest,50000.0,20.0,10000,88,2942,147.7,CadaCole,223.48,Week 11
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,149.04,jroberts25,242.88,Week 11
NFL $50K mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,149.78,gearedUP,247.28,Week 11
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,146.82,MakeItRain84,180.58,Week 11
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,135.58,MakeItRain84,180.58,Week 11
NFL $40K Hail Mary,Contest,40000.0,12.0,4000,117,3922,149.8,piledriver40,230.14,Week 11
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,144.58,BillyVonElds,253.72,Week 11
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,135.58,coachguru,193.92,Week 11
NFL GIANT $100 Double Up,Contest,35000.0,100.0,200,11,389,141.12,BearDown247,209.7,Week 11
NFL $35K Chop Block [$5K to 1st],Contest,35000.0,50.0,5000,23,796,153.58,d62smokepole,219.22,Week 11
NFL $35K Blind Side [Single Entry],Contest,35000.0,27.0,4000,1,1512,150.0,aphilli84,226.38,Week 11
NFL $30K Hot Route,Contest,30100.0,100.0,5000,10,335,152.08,wakeywakey,202.58,Week 11
NFL $30K Touchdown,Contest,30100.0,200.0,7500,5,168,150.24,wakeywakey,202.58,Week 11
NFL GIANT $2 Double Up,Contest,30000.0,2.0,4,20,17242,135.58,robcole23,231.02,Week 11
NFL $30K Stiff Arm [Single Entry],Contest,30000.0,555.0,7500,1,61,147.74,jayk123x,192.8,Week 11
NFL $30K Red Zone [Single Entry],Contest,30000.0,50.0,3000,1,682,146.0,cmerullo248,228.88,Week 11
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,146.92,siveb,192.5,Week 11
NFL GIANT $50 Double Up,Contest,30000.0,50.0,100,20,682,141.74,Flyguyjosh91 | Flyguyjosh91 | Flyguyjosh91 | Flyguyjosh91,212.18,Week 11
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,135.58,tstauff7,230.74,Week 11
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,135.58,Flyguyjosh91,212.18,Week 11
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,135.58,detramen,210.82,Week 11
NFL GIANT $250 Double Up,Contest,25000.0,250.0,500,3,112,142.34,MakeItRain84,180.58,Week 11
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,136.02,Olsen319,196.12,Week 11
NFL GIANT $25 Double Up,Contest,25000.0,25.0,50,34,1150,140.9,gok2124,196.54,Week 11
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,146.82,Nanuk37,214.2,Week 11
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,135.98,coolluke8,219.78,Week 11
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,137.22,cpuslinger,228.72,Week 11
NFL $25K Three-Point Stance [3 Entry Max],Contest,25000.0,33.0,2500,3,884,150.78,wakeywakey,202.58,Week 11
NFL $25K Singleback [3 Entry Max],Contest,25000.0,1.0,1500,3,29727,145.96,cireman,235.98,Week 11
NFL $25K Fair Catch [Single Entry],Contest,25000.0,12.0,2000,1,2451,152.08,gggggunit1983,225.9,Week 11
NFL $20K Week 11 Special [$5K to 1st],Contest,20000.0,20.0,5000,35,1177,148.54,RobWo,229.62,Week 11
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,176.38,dustin2777,220.22,Week 11
NFL $20K Play-Action [20 Entry Max],Contest,20000.0,3.0,1000,20,7928,144.62,solartraker,220.94,Week 11
NFL $50 Double Up [Single Entry],Contest,15000.0,50.0,100,1,341,138.18,Rigatoni-n-Meatballs,195.32,Week 11
NFL $15K Safety,Contest,15000.0,2.0,1500,20,8918,149.3,AVivier,228.18,Week 11
NFL $15K Blind Side [Single Entry],Contest,15000.0,27.0,1500,1,648,147.6,gggggunit1983,225.9,Week 11
NFL Single Entry $10 Double Up,Contest,15000.0,10.0,20,1,1725,135.58,CoachKay,210.04,Week 11
NFL $14.2K Luxury Box [Single Entry],Contest,14200.0,1500.0,7500,1,11,152.92,jeffrey141,158.4,Week 11
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,47,152.86,MLZ29,191.14,Week 11
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13130.0,27.0,0,17,365,169.8,MakeMericaGronkAgain,217.22,Week 11
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,5.0,0,92,2264,173.26,jai4five,213.98,Week 11
NFL $12K Stiff Arm [Single Entry],Contest,12000.0,555.0,4000,1,25,152.92,jabel11,172.82,Week 11
NFL $12K Spy [Single Entry],Contest,12000.0,100.0,2000,1,134,152.42,valkiller,204.28,Week 11
NFL Single Entry $5 Double Up,Contest,12000.0,5.0,10,1,2759,135.58,CoachKay,210.04,Week 11
NFL $1M Showdown Championship Qualifier #69,Contest,11450.0,635.0,0,1,15,148.44,bigdaddy2323,188.44,Week 11
NFL Single Entry $100 Double Up,Contest,10000.0,100.0,200,1,112,137.22,mikemiz23,188.0,Week 11
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,162.92,zmoore73,217.22,Week 11
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11891,172.62,BillyVonElds,253.72,Week 11
NFL $25 Double Up,Contest,10000.0,25.0,50,13,460,135.58,Soke312,204.08,Week 11
NFL $10K Three-Point Stance [3 Entry Max],Contest,10000.0,33.0,1000,3,354,148.0,Rigby,213.62,Week 11
NFL $10K Touchdown [Single Entry],Contest,10000.0,200.0,2000,1,56,147.74,Brunoruno,183.68,Week 11
NFL $10K Red Zone [Single Entry],Contest,10000.0,50.0,1000,1,228,147.02,srindelaub,194.9,Week 11
NFL $10K Power Sweep [2 Entry Max],Contest,10000.0,150.0,2000,2,74,136.62,NateG84,206.22,Week 11
NFL $10K Power Sweep [2 Entry Max],Contest,10000.0,150.0,2000,2,75,145.72,wakeywakey,202.58,Week 11
NFL $10K Pylon [Single Entry],Contest,10000.0,3.0,500,1,3964,143.34,croats,227.84,Week 11
NFL $10K Play-Action [20 Entry Max],Contest,10000.0,3.0,500,20,3964,144.28,ticonyc | ticonyc,216.32,Week 11
NFL $10K Flea Flicker [$2K to 1st],Contest,10000.0,5.0,2000,71,2379,148.08,dpittak,218.12,Week 11
NFL $10K First Down [20 Entry Max],Contest,10000.0,1.0,500,20,11891,144.08,croats,235.02,Week 11
NFL $10K Fair Catch [Single Entry],Contest,10000.0,12.0,1000,1,981,144.7,Rigby,213.62,Week 11
NFL $10K Engage Eight [3 Entry Max],Contest,10000.0,8.0,1500,3,1471,151.76,GetMeLifted,230.78,Week 11
NFL $10K First Down [20 Entry Max],Contest,10000.0,1.0,500,20,11891,145.34,GoonOgieOgelthorpe,236.8,Week 11
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,145.52,n0philter32,241.38,Week 11
NFL Single Entry $100 Double Up,Contest,10000.0,100.0,200,1,112,137.44,Rgrachko,183.72,Week 11
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5748,135.58,cpuslinger,228.72,Week 11
NFL $9K Hot Route,Contest,9000.0,100.0,1500,3,101,149.68,HurricaneDitka2112,186.22,Week 11
NFL Single Entry $50 Double Up,Contest,8000.0,50.0,100,1,182,135.58,miseenplace86,202.08,Week 11
NFL Single Entry $50 Double Up,Contest,8000.0,50.0,100,1,182,136.4,miseenplace86,202.08,Week 11
NFL Single Entry $25 Double Up,Contest,8000.0,25.0,50,1,368,135.7,SteelersGirl22,206.74,Week 11
NFL $6K Spin Move [Single Entry],Contest,6000.0,300.0,2000,1,23,148.08,wakeywakey,202.58,Week 11
NFL Single Entry $5 Double Up,Contest,6000.0,5.0,10,1,1380,134.48,SteelersGirl22,206.74,Week 11
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,565.0,0,1,11,156.44,PetrGibbons,156.44,Week 11
"LAST SHOT: NFL $5,425 FFWC MEGAQualifier Satellite",Contest,5425.0,90.0,0,2,69,204.28,moe777,204.28,Week 11
"LAST SHOT: NFL $5,425 FFWC MEGAQualifier Satellite",Contest,5425.0,37.0,0,5,171,209.82,bfw214,209.82,Week 11
NFL $5K Touchdown [Single Entry],Contest,5000.0,200.0,2000,1,28,148.04,mko2016,195.68,Week 11
NFL $5K Post Pattern [$1K to 1st],Contest,5000.0,8.0,1000,22,736,148.08,jcoleg,210.2,Week 11
NFL $5K Nickel [3 Entry Max],Contest,5000.0,5.0,500,3,1190,146.2,DTerzian92,224.8,Week 11
NFL $5K Quarter Jukebox [Just $0.25!],Contest,5000.0,0.25,250,20,23782,145.3,gearedUP,247.28,Week 11
NFL $5K Chop Block [3 Entry Max],Contest,5000.0,50.0,750,3,114,148.76,zpad22,185.04,Week 11
NFL $5K Blind Side [Single Entry],Contest,5000.0,27.0,750,1,216,147.48,jmmcghee,213.32,Week 11
NFL $5K Blind Side [Single Entry],Contest,5000.0,27.0,750,1,216,146.64,Carbonelloj2,194.18,Week 11
NFL $5K Engage Eight [5 Entry Max],Contest,5000.0,8.0,1000,5,736,148.18,EEZE55,211.58,Week 11
NFL $5K Blind Side [Single Entry],Contest,5000.0,27.0,750,1,216,150.54,piledriver40,230.14,Week 11
NFL $5K Nickel [3 Entry Max],Contest,5000.0,5.0,500,3,1190,146.72,jnutter98,227.38,Week 11
Casual NFL $5K Front Four,Contest,5000.0,4.0,500,10,1487,146.12,SilveradoLSX454,213.3,Week 11
NFL $3M Roman Fantasy Football Millionaire [$1M to 1st],Contest,3000000.0,20.0,1000000,150,176471,168.86,Pajamadaddy17,252.82,Week 12
NFL $1.1M Play-Action [$100K to 1st],Contest,1100000.0,3.0,100000,20,435989,166.52,gibz,247.62,Week 12
NFL $1M Wildcat [$200K to 1st],Contest,1000000.0,333.0,200000,100,3337,170.62,Greg620,236.52,Week 12
NFL $760K Luxury Box [$150K to 1st],Contest,760000.0,3000.0,150000,8,256,170.58,CasBrM,212.74,Week 12
$10M Fantasy Football World Championship MEGAQualifier #118-125,Contest,500888.8,5425.0,1000,3,97,199.24,CasBrM,212.74,Week 12
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,167.32,Assani,232.06,Week 12
NFL $400K Slant,Contest,400000.0,9.0,40000,150,52288,171.74,tossboss,245.32,Week 12
NFL $200K Three-Point Stance [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,167.14,oldgregg415,233.34,Week 12
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,171.18,kennylogginz,236.24,Week 12
NFL $200K Fair Catch [Single Entry],Contest,200000.0,12.0,20000,1,19608,167.52,grej26,239.92,Week 12
NFL $150K First Down,Contest,150000.0,1.0,7500,20,178360,167.22,Brent1,246.18,Week 12
NFL MASSIVE $25 Double Up,Contest,125000.0,25.0,50,150,5748,168.42,youdacao,222.82,Week 12
NFL MASSIVE $25 Double Up [Single Entry],Contest,125000.0,25.0,50,1,5748,158.36,Atcicon,224.58,Week 12
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,167.32,jakelax99,204.52,Week 12
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,20,192.24,moklovin,208.48,Week 12
NFL $100K Checkdown Pass [3 Entry Max],Contest,100000.0,777.0,20000,3,144,176.42,Nealyo,220.02,Week 12
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,171.28,Apac14,228.22,Week 12
NFL MASSIVE $250 Double Up [Single Entry],Contest,100000.0,250.0,500,1,445,159.54,Shadynasty4,221.02,Week 12
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,157.12,REDCOAT85,217.72,Week 12
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,157.72,kvelpel69,223.98,Week 12
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,161.88,Troutslayer4,234.06,Week 12
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1112,168.34,CowboyBill,224.34,Week 12
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,167.52,rippey85,231.78,Week 12
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,165.04,Flamablanca66,235.06,Week 12
NFL $80K Juke [3 Entry Max],Contest,80000.0,400.0,15000,3,223,166.94,EmileHeskey,217.52,Week 12
NFL GIANT $5 Double Up [Single Entry],Contest,75000.0,5.0,10,1,17242,157.88,abmviba,233.18,Week 12
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,201.14,CheckB4uMate,234.44,Week 12
$10M Fantasy Football World Championship Qualifier #127,Contest,68991.1,16.0,1000,150,5073,191.28,kennylogginz,236.24,Week 12
$10M Fantasy Football World Championship Qualifier #128,Contest,68111.1,150.0,1000,16,535,196.88,papagates,224.36,Week 12
$10M Fantasy Football World Championship Qualifier #126,Contest,68041.1,5.0,1000,150,16181,192.38,chrisdstella,234.92,Week 12
$10M Fantasy Football World Championship Qualifier #129,Contest,62611.1,10400.0,1000,1,7,206.48,papagates,206.48,Week 12
NFL $60K Flea Flicker,Contest,60000.0,5.0,5000,150,14269,169.36,seanpash,236.78,Week 12
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,158.72,cconner42,231.02,Week 12
NFL GIANT $10 Double Up,Contest,50000.0,10.0,20,100,5748,166.68,youdacao,222.82,Week 12
NFL $50K Pylon [Single Entry],Contest,50000.0,3.0,5000,1,19818,167.32,mzinsmaster,236.32,Week 12
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,166.18,jmiked55,234.54,Week 12
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,157.92,farr0097,228.82,Week 12
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,158.82,phahn31,223.72,Week 12
NFL GIANT $5 Double Up,Contest,50000.0,5.0,10,150,11495,165.02,Troutslayer4,234.06,Week 12
NFL $50K mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,168.5,cabogreg,249.48,Week 12
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,156.32,moklovin,208.48,Week 12
NFL $40K Stiff Arm [Single Entry],Contest,40000.0,555.0,10000,1,81,174.92,fuzzylogic101,214.12,Week 12
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,157.38,moklovin,208.48,Week 12
NFL $40K Blind Side [Single Entry],Contest,40000.0,27.0,4000,1,1728,168.88,libb23,228.94,Week 12
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,166.68,babylawns,242.92,Week 12
NFL $35K Hail Mary,Contest,35000.0,12.0,3000,102,3432,169.82,Stoweski,235.44,Week 12
NFL $35K Chop Block [$5K to 1st],Contest,35000.0,50.0,5000,23,796,173.02,Roadteck1000B,222.78,Week 12
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,156.32,moklovin | moklovin,208.48,Week 12
NFL $30K Touchdown,Contest,30100.0,200.0,7500,5,168,171.14,mrgoodseats,215.04,Week 12
NFL $30K Hot Route,Contest,30100.0,100.0,5000,10,335,174.92,BDholla89,215.54,Week 12
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,170.24,dasb0609,210.68,Week 12
NFL GIANT $50 Double Up,Contest,30000.0,50.0,100,20,682,162.62,gff87,220.92,Week 12
NFL GIANT $100 Double Up,Contest,25000.0,100.0,200,8,278,160.82,gff87,220.92,Week 12
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,167.18,dacoltz | dacoltz | dacoltz | dacoltz | dacoltz | dacoltz | dacoltz | dacoltz | dacoltz,221.58,Week 12
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,157.38,REDCOAT85,217.72,Week 12
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,158.82,shawns628,235.22,Week 12
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,160.82,moklovin,208.48,Week 12
NFL GIANT $2 Double Up,Contest,25000.0,2.0,4,20,14368,158.02,suhey34,228.26,Week 12
NFL GIANT $25 Double Up,Contest,25000.0,25.0,50,34,1150,164.48,gff87,220.92,Week 12
NFL GIANT $250 Double Up,Contest,25000.0,250.0,500,3,112,163.08,moklovin | moklovin | moklovin,208.48,Week 12
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,159.64,phahn31,223.72,Week 12
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,157.78,REDCOAT85,217.72,Week 12
NFL $20K Week 12 Special [$5K to 1st],Contest,20000.0,20.0,5000,35,1177,168.18,blalock1904,226.76,Week 12
NFL $20K Play-Action [20 Entry Max],Contest,20000.0,3.0,1000,20,7928,165.72,drewd10,235.98,Week 12
NFL $20K Play-Action [20 Entry Max],Contest,20000.0,3.0,1000,20,7928,166.04,nealblanchard,232.62,Week 12
NFL $20K Singleback [3 Entry Max],Contest,20000.0,1.0,1500,3,23782,168.04,Rivers1722,242.32,Week 12
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,196.18,haucks4him,234.82,Week 12
NFL Single Entry $25 Double Up,Contest,15000.0,25.0,50,1,690,158.22,REDCOAT85,217.72,Week 12
NFL Single Entry $25 Double Up,Contest,15000.0,25.0,50,1,690,156.82,moklovin,208.48,Week 12
NFL $15K Red Zone [Single Entry],Contest,15000.0,50.0,1500,1,341,169.68,aburd85,230.32,Week 12
