player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits
Marcus Kemp,WR,23.026,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,0.0,1,1,2,0,0
Chris Jones,RDE,24.068,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,0.0,3,0,3,1,1
Anthony Hitchens,LILB,26.091,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,0.0,6,8,14,2,0
Kendall Fuller,LCB,23.208,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,0.0,3,3,6,0,0
Dee Ford,ROLB,27.174,2018-09-09,NFL,KAN,@,LAC,W 38-28,1,1,Sun,1.0,4,0,4,1,4
Cameron Wake,DE,36.222,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,2,2,4,0,0
Vincent Taylor,DT,24.247,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,3,1,4,0,0
Akeem Spence,DT,26.284,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,2,2,4,0,0
Robert Quinn,DE,28.114,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,1,3,4,0,0
Raekwon McMillan,LB,22.296,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,3,3,6,0,0
T.J. McDonald,S,27.226,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,7,1,8,0,0
Bobby McCain,CB,25.022,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,2,0,2,0,0
Reshad Jones,S,30.196,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,4,3,7,1,0
Xavien Howard,CB,25.067,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,2,2,4,0,0
Davon Godchaux,DT,23.302,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,2,1,3,0,0
Minkah Fitzpatrick,S,21.309,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,3,3,6,0,0
Andre Branch,DE,29.057,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Brandon Bolden,RB,28.226,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Jerome Baker,LB,21.258,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,3,3,6,0,0
Kiko Alonso,LB,28.026,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,6,0,6,0,0
Walt Aikens,CB,27.082,2018-09-09,NFL,MIA,,TEN,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Trae Waynes,LCB,26.046,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,2,0,2,0,0
Harrison Smith,FS,29.219,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,1.0,6,1,7,2,1
Andrew Sendejo,SS,31.000,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,2,1,3,0,0
Sheldon Richardson,DT,27.284,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.5,4,2,6,0,3
Xavier Rhodes,RCB,28.082,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,2,0,2,0,0
Eric Kendricks,MLB,26.192,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,4,0,4,0,0
Linval Joseph,NT,29.334,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,4,0,4,0,1
Danielle Hunter,LDE,23.315,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,1.0,4,0,4,2,1
Mike Hughes,DB,21.210,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,3,0,3,0,0
Holton Hill,DB,21.165,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,2,0,2,0,0
Everson Griffen,RDE,30.261,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.5,3,1,4,0,3
Ben Gedeon,WLB,23.328,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,4,1,5,0,0
Anthony Barr,SLB,26.175,2018-09-09,NFL,MIN,,SFO,W 24-16,1,1,Sun,0.0,1,1,2,1,0
Marcus Williams,FS,22.001,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,5,1,6,0,0
Manti Te'o,LB,27.226,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,3,1,4,0,0
Patrick Robinson,RCB,31.002,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,2,0,2,0,0
Sheldon Rankins,LDT,24.158,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,1,2,3,0,0
Alex Okafor,RDE,27.213,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,2,0,2,0,0
Marshon Lattimore,LCB,22.113,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,3,0,3,0,0
A.J. Klein,LB,27.041,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,1,1,2,1,0
Cameron Jordan,LDE,29.061,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,3,3,6,0,0
Justin Hardee,DB,24.214,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,2,0,2,0,0
Mike Gillislee,RB,27.312,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,1,0,1,0,0
Tyeler Davison,RDT,25.351,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,1,3,4,1,1
Demario Davis,LB,29.241,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,5,3,8,1,0
Ken Crawley,RCB,25.213,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,4,1,5,0,0
Kurt Coleman,SS,30.070,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,1,2,3,0,0
Vonn Bell,SS,23.271,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,3,1,4,0,0
Chris Banjo,SS,28.195,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,2,0,2,0,0
Alex Anzalone,LB,23.352,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0.0,3,1,4,0,0
Deatrich Wise,DL,24.045,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,1.5,2,1,3,1,3
Kyle Van Noy,LB,27.167,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,2,3,1,0
Eric Rowe,LCB,25.341,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,3,1,4,0,0
Elandon Roberts,LB,24.140,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,4,5,0,0
Devin McCourty,S,31.027,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,3,4,7,0,0
Brandon King,LB,25.093,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Jonathan Jones,DB,24.354,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,2,2,4,0,0
Duron Harmon,DB,27.228,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,2,1,3,0,0
Lawrence Guy,DT,28.176,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,4,5,0,1
Nicholas Grigsby,LB,26.069,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Stephon Gilmore,RCB,27.355,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,7,1,8,0,0
Trey Flowers,LDE,25.024,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,1.5,2,3,5,1,3
Nate Ebner,DB,29.269,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,0,1,0,0
Patrick Chung,S,31.021,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,3,1,4,0,0
Adam Butler,DL,24.150,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,4,5,0,0
Malcom Brown,DT,24.219,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,1,1,2,0,1
Ja'Whaun Bentley,RDE,22.016,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0.0,4,3,7,1,1
Kerry Wynn,DL,27.209,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.5,3,1,4,0,1
B.W. Webb,CB,28.129,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,2,1,3,0,0
Dalvin Tomlinson,DL,24.193,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,3,2,5,0,0
Michael Thomas,S,28.176,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,1,1,2,0,0
Nathan Stupar,LB,30.179,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,1,0,1,0,0
Curtis Riley,FS,26.053,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,5,1,6,0,0
Alec Ogletree,SLB,26.349,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,3,4,7,0,0
Janoris Jenkins,DT,29.315,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,5,2,7,0,0
B.J. Hill,DL,23.142,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,1,3,4,0,0
Damon Harrison,DL,29.284,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,3,3,6,1,0
Antonio Hamilton,CB,25.228,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,1,0,1,0,0
B.J. Goodson,ILB,25.133,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.5,1,2,3,0,1
Mario Edwards,DL,24.143,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,2,0,2,0,0
Landon Collins,SS,24.242,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,4,1,5,0,0
Kaelin Clay,WR,26.249,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,1,0,1,0,0
Ray-Ray Armstrong,LB,27.188,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,4,2,6,0,0
Eli Apple,LCB,23.031,2018-09-09,NFL,NYG,,JAX,L 15-20,1,1,Sun,0.0,3,0,3,0,0
Avery Williamson,ILB,26.185,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,2,1,3,0,0
J.J. Wilcox,S,27.208,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,0,1,0,0
Buster Skrine,CB,29.137,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,7,0,7,0,0
Darryl Roberts,CB,27.288,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,0,1,0,0
Parry Nickerson,CB,23.334,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,0,1,0,0
Doug Middleton,FS,24.350,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,4,1,5,0,0
Steve McLendon,DL,32.250,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,2,3,0,0
Frankie Luvu,LB,21.356,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,3,0,3,2,0
Darron Lee,ILB,23.327,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,6,1,7,0,0
Trumaine Johnson,CB,28.252,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,3,0,3,0,0
Jordan Jenkins,OLB,24.071,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,1,2,0,0
Neville Hewitt,LB,25.157,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,0,1,0,0
Brandon Copeland,OLB,27.070,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,1,2,0,1
Jeremiah Attaochu,LB,25.236,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,1,0,1,0,0
Jamal Adams,SS,22.328,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0.0,5,1,6,1,0
Destiny Vaeao,DT,24.234,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,1,0,1,0,1
LaRoy Reynolds,LB,27.307,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,1,0,1,0,0
Jalen Mills,CB,24.153,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,6,0,6,0,0
Rodney McLeod,S,28.075,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,5,1,6,0,0
Sidney Jones,CB,22.108,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,3,1,4,1,0
Malcolm Jenkins,S,30.260,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,3,0,3,0,0
Jordan Hicks,MLB,26.071,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,1.5,5,2,7,1,2
Kamu Grugier-Hill,LB,24.113,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,3,1,4,1,0
Corey Graham,S,33.043,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,2,0,2,0,0
Brandon Graham,DE,30.156,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,2,0,2,2,0
Nathan Gerry,OLB,23.195,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,1,0,1,0,0
Ronald Darby,CB,24.247,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,5,1,6,1,0
Fletcher Cox,DT,27.267,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,1.5,2,1,3,1,4
Michael Bennett,DE,32.297,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,1,1,2,1,1
Derek Barnett,DE,22.073,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0.0,1,1,2,0,2
Vince Williams,RILB,28.256,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,4,8,12,1,0
T.J. Watt,LOLB,23.333,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,3.0,7,3,10,4,3
Stephon Tuitt,DE,25.109,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,4,0,4,0,1
Cameron Sutton,CB,23.194,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,2,0,2,0,0
Tyler Matakevich,LB,25.261,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,3,0,3,0,0
Mike Hilton,CB,24.184,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,3,0,3,0,1
Cameron Heyward,DT,29.126,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,1.0,5,2,7,1,1
Javon Hargrave,NT,25.214,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,1.0,3,1,4,0,1
Joe Haden,LCB,29.148,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,2,1,3,0,0
Bud Dupree,ROLB,25.209,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,1.0,4,1,5,1,2
Sean Davis,FS,24.321,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,4,1,5,0,0
Jordan Dangerfield,S,27.258,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,1,0,1,0,0
Morgan Burnett,S,29.239,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0.0,1,1,2,0,0
Jonathan Bostic,LILB,27.127,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,1.0,4,5,9,2,1
Bobby Wagner,MLB,28.074,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,4,1,5,1,0
Tedric Thompson,FS,23.232,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,3,1,4,0,0
Earl Thomas,FS,29.125,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,3,2,5,0,0
Shamar Stephen,DT,27.196,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,1
Jarran Reed,LDT,25.267,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,5,0,5,0,1
Barkevious Mingo,OLB,27.340,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,2,1,3,0,0
Bradley McDougald,SS,27.298,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,4,0,4,0,0
Akeem King,CB,25.315,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,0
Dion Jordan,DE,28.188,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,1
Tom Johnson,RDT,34.010,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,0
Quinton Jefferson,LDE,25.162,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,2,1,3,0,1
Delano Hill,SS,22.287,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,0
Shaquill Griffin,LCB,23.051,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,6,0,6,0,0
Shaquem Griffin,OLB,23.051,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,3,0,3,0,0
Rasheem Green,DE,21.117,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,0
Tre Flowers,RCB,23.099,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,7,1,8,0,0
Justin Coleman,CB,25.166,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,1,0,1,0,0
Frank Clark,RDE,25.087,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,1.0,1,0,1,1,1
Austin Calitro,LB,24.242,2018-09-09,NFL,SEA,@,DEN,L 24-27,1,1,Sun,0.0,5,0,5,0,0
K'Waun Williams,DB,27.059,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,3,0,3,0,0
Fred Warner,MIKE,21.294,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,11,1,12,1,1
Jimmie Ward,DB,27.053,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,1,0,1,0,0
Jaquiski Tartt,SS,26.209,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,5,1,6,1,0
Raheem Mostert,RB,26.153,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,2,0,2,0,0
Earl Mitchell,LDT,30.349,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,1,3,4,0,0
Cassius Marsh,DL,26.064,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,2,0,2,0,0
Elijah Lee,LB,22.213,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,3,0,3,0,0
D.J. Jones,DL,23.233,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,2,0,2,0,0
Sheldon Day,DL,24.070,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,1,0,1,0,0
Brock Coyle,WILL,27.332,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,4,2,6,0,0
Adrian Colbert,FS,24.338,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,4,1,5,0,0
Garrett Celek,TE,30.103,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,1,0,1,0,0
DeForest Buckner,RDT,24.176,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,2.5,3,4,7,3,3
Ronald Blair,DL,25.229,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.5,1,1,2,0,1
Arik Armstead,RDE,24.298,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0.0,3,2,5,1,1
Adarius Taylor,LB,27.353,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,1,0,1,0,0
M.J. Stewart,CB,22.358,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,4,0,4,0,0
Ryan Smith,CB,25.002,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,4,0,4,0,0
Gerald McCoy,DT,30.196,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,1,2,3,1,2
Freddie Martino,WR,27.002,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,1,0,1,0,0
Vernon Hargreaves,CB,23.098,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,6,1,7,0,0
Justin Evans,S,23.014,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,4,1,5,0,0
Carlton Davis,CB,21.252,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,3,1,4,0,0
Lavonte David,WLB,28.229,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,6,3,9,0,0
Vinny Curry,DE,30.071,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,1.0,1,0,1,1,2
Chris Conte,S,29.198,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,5,2,7,0,0
Jack Cichy,LB,22.127,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,2,0,2,0,0
Kwon Alexander,MLB,24.037,2018-09-09,NFL,TAM,@,NOR,W 48-40,1,1,Sun,0.0,5,4,9,1,0
Zach Vigil,LB,27.165,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,3,0,3,0,0
D.J. Swearinger,FS,27.008,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,5,0,5,0,0
Daron Payne,NT,21.105,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,2,1,3,0,0
Josh Norman,CB,30.268,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,1,0,1,0,0
Montae Nicholson,SS,22.279,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,5,0,5,0,0
Fabian Moreau,CB,24.153,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,1,1,2,0,0
Matthew Ioannidis,DE,24.241,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,1.0,1,0,1,0,1
Evander Hood,DL,31.205,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,1,0,1,,
Josh Harvey-Clemons,LB,24.201,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,1,0,1,0,0
Mason Foster,MLB,29.192,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,3,2,5,0,0
Quinton Dunbar,CB,26.049,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,4,1,5,0,0
Zach Brown,MLB,28.321,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,5,0,5,0,0
Troy Apke,S,23.151,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,0.0,1,0,1,0,0
Ryan Anderson,LB,24.028,2018-09-09,NFL,WAS,@,ARI,W 24-6,1,1,Sun,1.0,1,0,1,1,1
Desmond Trufant,CB,28.006,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,3,0,3,0,0
Derrick Shelby,DE,29.196,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,1,0,1,0,0
Deadrin Senat,NT,24.056,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,1,0,1,0,0
Duke Riley,LB,24.038,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,6,3,9,0,1
Jordan Richards,S,25.238,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,3,1,4,0,0
Brian Poole,CB,25.331,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,1.0,6,1,7,1,1
Foyesade Oluokun,LB,23.045,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,2,2,4,0,0
Takkarist McKinley,DE,22.318,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,1.0,2,0,2,1,1
Damontae Kazee,S,25.103,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,3,0,3,0,0
Grady Jarrett,DT,25.141,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,2,3,5,0,3
De'Vondre Campbell,LB,25.075,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,8,1,9,0,0
Justin Bethel,CB,28.091,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,3,0,3,0,0
Ricardo Allen,S,26.272,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,5,0,5,0,0
Robert Alford,CB,29.319,2018-09-16,NFL,ATL,,CAR,W 31-24,2,2,Sun,0.0,1,0,1,0,0
Eddie Yarbrough,DE,25.145,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,3,1,4,0,0
Kyle Williams,LDT,35.098,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,1,0,1,0,0
TreDavious White,LCB,23.243,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,2,0,2,0,0
Logan Thomas,TE,27.077,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,1,0,1,0,0
Jordan Poyer,FS,27.144,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,6,1,7,2,0
Lafayette Pitts,CB,25.357,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,1,0,1,0,0
Harrison Phillips,DT,22.234,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,1,2,3,0,0
Siran Neal,S,24.043,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,1,0,1,0,0
Trent Murphy,LDE,27.268,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,3,1,4,1,1
Matt Milano,WLB,24.050,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,3,2,5,0,0
Micah Hyde,SS,27.259,2018-09-16,NFL,BUF,,LAC,L 20-31,2,2,Sun,0.0,2,1,3,0,0
