player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
Jacquizz Rodgers,RB,28.313,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,1,1,1,1.00,0,100.0%,1.00
Ronald Jones,RB,21.135,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,2,1,-1,-1.00,0,50.0%,-0.50
Adam Humphries,WR,25.175,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,6,4,23,5.75,0,66.7%,3.83
Mike Evans,WR,25.117,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,9,4,121,30.25,0,44.4%,13.44
Cameron Brate,TE,27.166,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,2,1,9,9.00,0,50.0%,4.50
Peyton Barber,RB,24.292,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,2,2,4,2.00,0,100.0%,2.00
Chris Thompson,RB,28.057,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,2,1,4,4.00,0,50.0%,2.00
Jeremy Sprinkle,TE,24.128,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,3,19,6.33,1,100.0%,6.33
Adrian Peterson,RB,33.270,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,2,20,10.00,0,66.7%,6.67
Byron Marshall,RB,24.306,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,1,1,17,17.00,0,100.0%,17.00
Maurice Harris,WR,26.035,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,2,1,13,13.00,0,50.0%,6.50
Michael Floyd,WR,29.019,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,2,16,8.00,0,66.7%,5.33
Vernon Davis,TE,34.319,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,3,2,16,8.00,0,66.7%,5.33
Jamison Crowder,WR,25.182,2018-12-16,NFL,WAS,@,JAX,W 16-13,14,15,Sun,4,4,46,11.50,0,100.0%,11.50
Mohamed Sanu,WR,29.123,2018-12-23,NFL,ATL,@,CAR,W 24-10,15,16,Sun,8,5,81,16.20,1,62.5%,10.13
Calvin Ridley,WR,24.003,2018-12-23,NFL,ATL,@,CAR,W 24-10,15,16,Sun,5,3,90,30.00,1,60.0%,18.00
Ricky Ortiz,FB,24.252,2018-12-23,NFL,ATL,@,CAR,W 24-10,15,16,Sun,1,1,4,4.00,0,100.0%,4.00
Julio Jones,WR,29.318,2018-12-23,NFL,ATL,@,CAR,W 24-10,15,16,Sun,5,4,28,7.00,1,80.0%,5.60
Austin Hooper,TE,24.049,2018-12-23,NFL,ATL,@,CAR,W 24-10,15,16,Sun,2,2,36,18.00,0,100.0%,18.00
Deonte Thompson,WR,29.312,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,2,1,11,11.00,0,50.0%,5.50
Isaiah McKenzie,WR,23.258,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,8,1,8,8.00,0,12.5%,1.00
LeSean McCoy,RB,30.164,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,3,3,10,3.33,0,100.0%,3.33
Zay Jones,WR,23.268,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,9,5,67,13.40,1,55.6%,7.44
Robert Foster,WR,24.230,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,7,4,52,13.00,0,57.1%,7.43
Keith Ford,RB,24.249,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,4,2,14,7.00,0,50.0%,3.50
Jason Croom,TE,24.298,2018-12-23,NFL,BUF,@,NWE,L 12-24,15,16,Sun,6,4,55,13.75,0,66.7%,9.17
Jarius Wright,WR,29.028,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,8,7,69,9.86,0,87.5%,8.63
Ian Thomas,TE,22.200,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,5,4,48,12.00,1,80.0%,9.60
Torrey Smith,WR,29.331,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,2,1,19,19.00,0,50.0%,9.50
Curtis Samuel,WR,22.134,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,13,7,41,5.86,0,53.8%,3.15
D.J. Moore,WR,21.253,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,7,2,19,9.50,0,28.6%,2.71
Christian McCaffrey,RB,22.199,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,13,12,77,6.42,0,92.3%,5.92
Devin Funchess,WR,24.216,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,4,2,23,11.50,0,50.0%,5.75
Kenjon Barner,RB,28.239,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,1,1,3,3.00,0,100.0%,3.00
Cameron Artis-Payne,RB,28.183,2018-12-23,NFL,CAR,,ATL,L 10-24,15,16,Sun,2,1,13,13.00,0,50.0%,6.50
Adam Shaheen,TE,24.060,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,2,1,4,4.00,0,50.0%,2.00
Allen Robinson,WR,25.121,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,8,6,85,14.17,0,75.0%,10.63
Taquan Mizzell,RB,25.063,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,2,2,27,13.50,0,100.0%,13.50
Anthony Miller,WR,24.075,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,3,3,24,8.00,1,100.0%,8.00
Jordan Howard,RB,24.051,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,3,2,17,8.50,0,66.7%,5.67
Taylor Gabriel,WR,27.309,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,3,3,28,9.33,0,100.0%,9.33
Tarik Cohen,RB,23.150,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,1,1,7,7.00,0,100.0%,7.00
Trey Burton,TE,27.055,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,5,5,30,6.00,0,100.0%,6.00
Ben Braunecker,TE,24.319,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,1,1,18,18.00,0,100.0%,18.00
Josh Bellamy,WR,29.219,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,1,1,6,6.00,0,100.0%,6.00
C.J. Uzomah,TE,25.343,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,5,4,49,12.25,1,80.0%,9.80
John Ross,WR,24.026,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,5,1,3,3.00,1,20.0%,0.60
Joe Mixon,HB,22.152,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,2,2,10,5.00,0,100.0%,5.00
Alex Erickson,WR,26.047,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,2,2,35,17.50,0,100.0%,17.50
Cody Core,WR,24.250,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,3,2,36,18.00,0,66.7%,12.00
Giovani Bernard,HB,27.031,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,2,2,0,0.00,0,100.0%,0.00
Breshad Perriman,WR,25.104,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,4,2,76,38.00,0,50.0%,19.00
David Njoku,TE,22.166,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,4,3,73,24.33,1,75.0%,18.25
Jarvis Landry,WR,26.025,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,8,4,47,11.75,0,50.0%,5.88
Duke Johnson,RB,25.091,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,6,6,54,9.00,0,100.0%,9.00
Dontrell Hilliard,RB,23.300,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,1,1,15,15.00,0,100.0%,15.00
Rashard Higgins,WR,24.077,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,7,6,60,10.00,1,85.7%,8.57
Darren Fells,TE,32.245,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,3,3,18,6.00,1,100.0%,6.00
Seth Devalve,TE,25.328,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,1,1,1,1.00,0,100.0%,1.00
Nick Chubb,RB,22.361,2018-12-23,NFL,CLE,,CIN,W 26-18,15,16,Sun,3,2,3,1.50,0,66.7%,1.00
Blake Jarwin,TE,24.160,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,3,2,8,4.00,0,66.7%,2.67
Michael Gallup,WR,22.263,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,4,3,53,17.67,1,75.0%,13.25
Ezekiel Elliott,RB,23.154,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,6,5,24,4.80,0,83.3%,4.00
Amari Cooper,WR,24.189,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,5,4,20,5.00,0,80.0%,4.00
Noah Brown,WR,22.351,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,2,1,6,6.00,0,50.0%,3.00
Cole Beasley,WR,29.241,2018-12-23,NFL,DAL,,TAM,W 27-20,15,16,Sun,5,5,50,10.00,0,100.0%,10.00
Courtland Sutton,WR,23.075,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,10,6,65,10.83,1,60.0%,6.50
Tim Patrick,WR,25.031,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,5,3,44,14.67,0,60.0%,8.80
Brian Parker,TE,26.208,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,3,2,10,5.00,0,66.7%,3.33
Phillip Lindsay,RB,24.153,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,2,2,11,5.50,0,100.0%,5.50
Andy Janovich,FB,25.215,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,1,1,11,11.00,0,100.0%,11.00
DaeSean Hamilton,WR,23.289,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,9,6,40,6.67,1,66.7%,4.44
Devontae Booker,RB,26.211,2018-12-24,NFL,DEN,@,OAK,L 14-27,15,16,Mon,5,3,21,7.00,0,60.0%,4.20
Zach Zenner,RB,27.101,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,3,2,22,11.00,0,66.7%,7.33
Levine Toilolo,TE,27.146,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,1,1,16,16.00,0,100.0%,16.00
Theo Riddick,RB,27.233,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,5,4,7,1.75,0,80.0%,1.40
Brandon Powell,WR,22.102,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,2,1,9,9.00,0,50.0%,4.50
T.J. Jones,WR,26.157,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,6,6,42,7.00,0,100.0%,7.00
Andy Jones,WR,24.178,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,5,1,12,12.00,0,20.0%,2.40
Kenny Golladay,WR,25.050,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,15,6,58,9.67,0,40.0%,3.87
LeGarrette Blount,RB,32.018,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,4,2,-5,-2.50,0,50.0%,-1.25
Jamaal Williams,RB,23.264,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,9,6,61,10.17,0,66.7%,6.78
Danny Vitale,FB,25.061,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,2,1,2,2.00,0,50.0%,1.00
Marquez Valdes-Scantling,WR,24.074,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,9,5,75,15.00,0,55.6%,8.33
Robert Tonyan,TE,24.237,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,1,1,11,11.00,0,100.0%,11.00
Equanimeous St. Brown,WR,22.084,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,5,5,94,18.80,0,100.0%,18.80
Jake Kumerow,WR,26.309,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,3,3,68,22.67,1,100.0%,22.67
Lance Kendricks,TE,30.327,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,2,2,26,13.00,0,100.0%,13.00
Jimmy Graham,TE,32.029,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,4,3,34,11.33,0,75.0%,8.50
Davante Adams,WR,25.364,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,18,11,71,6.45,1,61.1%,3.94
Dede Westbrook,WR,25.032,2018-12-23,NFL,JAX,@,MIA,W 17-7,15,16,Sun,8,7,45,6.43,0,87.5%,5.63
Donte Moncrief,WR,25.139,2018-12-23,NFL,JAX,@,MIA,W 17-7,15,16,Sun,4,4,43,10.75,0,100.0%,10.75
Rashad Greene,WR,26.091,2018-12-23,NFL,JAX,@,MIA,W 17-7,15,16,Sun,2,2,22,11.00,0,100.0%,11.00
Leonard Fournette,RB,23.339,2018-12-23,NFL,JAX,@,MIA,W 17-7,15,16,Sun,5,3,28,9.33,0,60.0%,5.60
Tommy Bohanon,FB,28.104,2018-12-23,NFL,JAX,@,MIA,W 17-7,15,16,Sun,1,1,7,7.00,0,100.0%,7.00
Damien Williams,RB,26.264,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,7,7,37,5.29,1,100.0%,5.29
Charcandrick West,RB,27.204,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,3,2,37,18.50,1,66.7%,12.33
Demarcus Robinson,WR,24.093,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,3,2,17,8.50,1,66.7%,5.67
Travis Kelce,TE,29.079,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,9,5,54,10.80,0,55.6%,6.00
Tyreek Hill,WR,24.297,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,9,4,74,18.50,0,44.4%,8.22
Chris Conley,WR,26.059,2018-12-23,NFL,KAN,@,SEA,L 31-38,15,16,Sun,5,3,54,18.00,0,60.0%,10.80
Kenny Stills,WR,26.245,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,2,1,5,5.00,0,50.0%,2.50
Durham Smythe,TE,23.106,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,2,1,9,9.00,0,50.0%,4.50
DeVante Parker,WR,25.337,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,3,2,13,6.50,0,66.7%,4.33
Mike Gesicki,TE,23.081,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,1,1,5,5.00,0,100.0%,5.00
Kenyan Drake,RB,24.331,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,5,4,31,7.75,0,80.0%,6.20
Brandon Bolden,RB,28.331,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,1,1,4,4.00,1,100.0%,4.00
Kalen Ballage,RB,23.001,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,4,2,39,19.50,0,50.0%,9.75
Danny Amendola,WR,33.051,2018-12-23,NFL,MIA,,JAX,L 7-17,15,16,Sun,3,3,40,13.33,0,100.0%,13.33
Adam Thielen,WR,28.123,2018-12-23,NFL,MIN,@,DET,W 27-9,15,16,Sun,6,5,80,16.00,0,83.3%,13.33
Kyle Rudolph,TE,29.044,2018-12-23,NFL,MIN,@,DET,W 27-9,15,16,Sun,9,9,122,13.56,2,100.0%,13.56
Latavius Murray,RB,28.339,2018-12-23,NFL,MIN,@,DET,W 27-9,15,16,Sun,2,2,6,3.00,0,100.0%,3.00
Stefon Diggs,WR,25.024,2018-12-23,NFL,MIN,@,DET,W 27-9,15,16,Sun,6,2,10,5.00,1,33.3%,1.67
Dalvin Cook,HB,23.135,2018-12-23,NFL,MIN,@,DET,W 27-9,15,16,Sun,3,3,35,11.67,0,100.0%,11.67
Ben Watson,TE,38.005,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,2,1,6,6.00,0,50.0%,3.00
Michael Thomas,WR,25.295,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,13,11,109,9.91,1,84.6%,8.38
Tre'Quan Smith,WR,22.350,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,1,1,11,11.00,0,100.0%,11.00
Keith Kirkwood,WR,24.362,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,4,2,35,17.50,0,50.0%,8.75
Alvin Kamara,RB,23.151,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,6,4,82,20.50,0,66.7%,13.67
Mark Ingram,RB,29.002,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,2,1,8,8.00,0,50.0%,4.00
Josh Hill,TE,28.216,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,3,2,1,0.50,0,66.7%,0.33
Ted Ginn,WR,33.255,2018-12-23,NFL,NOR,,PIT,W 31-28,15,16,Sun,8,5,74,14.80,0,62.5%,9.25
James White,RB,26.323,2018-12-23,NFL,NWE,,BUF,W 24-12,15,16,Sun,4,2,13,6.50,0,50.0%,3.25
Cordarrelle Patterson,WR,27.281,2018-12-23,NFL,NWE,,BUF,W 24-12,15,16,Sun,2,1,3,3.00,0,50.0%,1.50
Julian Edelman,WR,32.215,2018-12-23,NFL,NWE,,BUF,W 24-12,15,16,Sun,10,6,70,11.67,1,60.0%,7.00
Rex Burkhead,RB,28.174,2018-12-23,NFL,NWE,,BUF,W 24-12,15,16,Sun,5,4,40,10.00,0,80.0%,8.00
Elijah McGuire,RB,24.205,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,5,3,50,16.67,1,60.0%,10.00
Jordan Leggett,TE,23.326,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,1,1,9,9.00,0,100.0%,9.00
Jermaine Kearse,WR,28.320,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,4,4,55,13.75,0,100.0%,13.75
Chris Herndon,TE,22.303,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,7,6,82,13.67,1,85.7%,11.71
Trenton Cannon,RB,24.153,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,2,1,5,5.00,0,50.0%,2.50
Robby Anderson,WR,25.228,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,13,9,140,15.56,1,69.2%,10.77
Golden Tate,WR,30.143,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,3,2,13,6.50,0,66.7%,4.33
Darren Sproles,RB,35.186,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,6,3,76,25.33,1,50.0%,12.67
Wendell Smallwood,RB,24.328,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,4,4,24,6.00,0,100.0%,6.00
Richard Rodgers,TE,26.335,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,1,1,7,7.00,0,100.0%,7.00
Jordan Matthews,WR,26.160,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,3,2,13,6.50,0,66.7%,4.33
Alshon Jeffery,WR,28.312,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,5,3,82,27.33,0,60.0%,16.40
Dallas Goedert,TE,23.354,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,3,3,30,10.00,0,100.0%,10.00
Zach Ertz,TE,28.043,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,16,12,110,9.17,2,75.0%,6.88
Nelson Agholor,WR,25.213,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,7,5,116,23.20,1,71.4%,16.57
Ryan Switzer,WR,24.049,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,3,3,18,6.00,0,100.0%,6.00
JuJu Smith-Schuster,WR,22.031,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,15,11,115,10.45,0,73.3%,7.67
Jaylen Samuels,RB,22.156,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,3,3,11,3.67,1,100.0%,3.67
Eli Rogers,WR,26.000,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,1,1,2,2.00,0,100.0%,2.00
Vance McDonald,TE,28.193,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,4,1,49,49.00,0,25.0%,12.25
Antonio Brown,WR,30.166,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,19,14,185,13.21,2,73.7%,9.74
Nick Vannett,TE,25.292,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,2,2,11,5.50,1,100.0%,5.50
David Moore,WR,23.342,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,3,1,7,7.00,0,33.3%,2.33
Tyler Lockett,WR,26.086,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,5,4,99,24.75,0,80.0%,19.80
Ed Dickson,TE,31.151,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,3,3,19,6.33,1,100.0%,6.33
Jaron Brown,WR,28.349,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,1,1,9,9.00,0,100.0%,9.00
Doug Baldwin,WR,30.093,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,12,7,126,18.00,1,58.3%,10.50
Jeff Wilson,RB,23.037,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,2,2,11,5.50,0,100.0%,5.50
Trent Taylor,WR,24.237,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,2,1,23,23.00,0,50.0%,11.50
Dante Pettis,WR,23.061,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,5,3,21,7.00,0,60.0%,4.20
George Kittle,TE,25.075,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,12,7,74,10.57,0,58.3%,6.17
Richie James,WR,23.109,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,1,1,4,4.00,0,100.0%,4.00
Marquise Goodwin,WR,28.034,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,8,3,29,9.67,0,37.5%,3.63
Matt Breida,RB,23.298,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,1,1,6,6.00,0,100.0%,6.00
Kendrick Bourne,WR,23.141,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,5,4,73,18.25,0,80.0%,14.60
Jesus Wilson,WR,23.332,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,3,2,28,14.00,0,66.7%,9.33
Jacquizz Rodgers,RB,28.320,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,7,7,55,7.86,0,100.0%,7.86
DeSean Jackson,WR,32.022,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,4,1,24,24.00,0,25.0%,6.00
Adam Humphries,WR,25.182,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,12,10,79,7.90,0,83.3%,6.58
Chris Godwin,WR,22.299,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,6,3,39,13.00,0,50.0%,6.50
Mike Evans,WR,25.124,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,10,6,90,15.00,1,60.0%,9.00
Cameron Brate,TE,27.173,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,3,2,8,4.00,0,66.7%,2.67
Peyton Barber,RB,24.299,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,3,3,13,4.33,0,100.0%,4.33
Chris Thompson,RB,28.063,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,1,1,8,8.00,0,100.0%,8.00
Jeremy Sprinkle,TE,24.134,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,3,2,22,11.00,0,66.7%,7.33
Adrian Peterson,RB,33.276,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,2,1,8,8.00,0,50.0%,4.00
Michael Floyd,WR,29.025,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,3,1,7,7.00,1,33.3%,2.33
Josh Doctson,WR,26.019,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,6,3,30,10.00,0,50.0%,5.00
Jamison Crowder,WR,25.188,2018-12-22,NFL,WAS,@,TEN,L 16-25,15,16,Sat,7,5,78,15.60,0,71.4%,11.14
Mohamed Sanu,WR,29.130,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,10,7,90,12.86,0,70.0%,9.00
Matt Ryan,QB,33.227,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,1,1,5,5.00,1,100.0%,5.00
Calvin Ridley,WR,24.010,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,5,5,32,6.40,1,100.0%,6.40
Logan Paulsen,TE,31.307,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,1,1,19,19.00,0,100.0%,19.00
Julio Jones,WR,29.325,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,13,9,138,15.33,1,69.2%,10.62
Austin Hooper,TE,24.056,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,6,5,67,13.40,0,83.3%,11.17
Brian Hill,RB,23.051,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,1,1,9,9.00,0,100.0%,9.00
Russell Gage,WR,22.342,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,2,2,14,7.00,0,100.0%,7.00
Tevin Coleman,RB,25.258,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,1,1,9,9.00,0,100.0%,9.00
Kyle Williams,RDT,35.203,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,1,1,9,9.00,0,100.0%,9.00
LeSean McCoy,RB,30.171,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,3,2,18,9.00,0,66.7%,6.00
Ray-Ray McCloud,WR,22.076,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,1,1,5,5.00,0,100.0%,5.00
Zay Jones,WR,23.275,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,9,6,93,15.50,2,66.7%,10.33
Chris Ivory,RB,30.283,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,1,1,46,46.00,0,100.0%,46.00
Robert Foster,WR,24.237,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,5,4,21,5.25,1,80.0%,4.20
Jason Croom,TE,24.305,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,4,2,32,16.00,0,50.0%,8.00
Jarius Wright,WR,29.035,2018-12-30,NFL,CAR,@,NOR,W 33-14,16,17,Sun,4,2,20,10.00,0,50.0%,5.00
Ian Thomas,TE,22.207,2018-12-30,NFL,CAR,@,NOR,W 33-14,16,17,Sun,7,5,61,12.20,1,71.4%,8.71
Curtis Samuel,WR,22.141,2018-12-30,NFL,CAR,@,NOR,W 33-14,16,17,Sun,4,2,72,36.00,1,50.0%,18.00
D.J. Moore,WR,21.260,2018-12-30,NFL,CAR,@,NOR,W 33-14,16,17,Sun,8,4,81,20.25,0,50.0%,10.13
